"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"Hyperlink","https://www.f3properties.com/","https://www.f3properties.com/projects/","114717","","Testimonial","200","OK","true","","","Root-Relative","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-572']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/","https://www.f3properties.com/projects/","114717","","Learn More","200","OK","true","_self","","Absolute","//body/div/div/div/div/main/article/div/div[1]/div[3]/div/div/div[2]/div/div/div[1]/div[1]/div/div/div/div/div/div/div[@class='uabb-infobox-text-wrap']/div[@class='uabb-infobox-button']/div/a","Content","HTML"
"Hyperlink","https://www.f3properties.com/","https://www.f3properties.com/projects/","114717","","Learn More","200","OK","true","_self","","Absolute","//body/div/div/div/div/main/article/div/div[1]/div[3]/div/div/div[3]/div[1]/div/div/div/div/div/div/div[@class='uabb-infobox-text-wrap']/div[@class='uabb-infobox-button']/div/a","Content","HTML"
"Hyperlink","https://www.f3properties.com/","https://www.f3properties.com/projects/","114717","","Learn More","200","OK","true","_self","","Absolute","//body/div/div/div/div/main/article/div/div[1]/div[3]/div/div/div[5]/div[1]/div/div/div/div/div/div/div[@class='uabb-infobox-text-wrap']/div[@class='uabb-infobox-button']/div/a","Content","HTML"
"Hyperlink","https://www.f3properties.com/","https://www.f3properties.com/projects/","114717","","Learn More","200","OK","true","_self","","Absolute","//body/div/div/div/div/main/article/div/div[1]/div[3]/div/div/div[7]/div[1]/div/div/div/div/div/div/div[@class='uabb-infobox-text-wrap']/div[@class='uabb-infobox-button']/div/a","Content","HTML"
"Hyperlink","https://www.f3properties.com/","https://www.f3properties.com/projects/","114717","","Learn More","200","OK","true","_self","","Absolute","//body/div/div/div/div/main/article/div/div[1]/div[3]/div/div/div[9]/div[1]/div/div/div/div/div/div/div[@class='uabb-infobox-text-wrap']/div[@class='uabb-infobox-button']/div/a","Content","HTML"
"Hyperlink","https://www.f3properties.com/projects/","https://www.f3properties.com/projects/","114717","","Skip to content","200","OK","true","","","Path-Relative","//body/a","Content","HTML"
"Hyperlink","https://www.f3properties.com/projects/","https://www.f3properties.com/projects/","114717","","Current Projects","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-574']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/projects/","https://www.f3properties.com/projects/","114717","","Testimonial","200","OK","true","","","Root-Relative","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-572']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/contact/","https://www.f3properties.com/projects/","114717","","Current Projects","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-574']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/contact/","https://www.f3properties.com/projects/","114717","","Testimonial","200","OK","true","","","Root-Relative","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-572']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/history/","https://www.f3properties.com/projects/","114717","","Current Projects","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-574']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/history/","https://www.f3properties.com/projects/","114717","","Testimonial","200","OK","true","","","Root-Relative","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-572']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/history/","https://www.f3properties.com/projects/","114717","","See our current projects","200","OK","true","","","Absolute","//body/div/div/div/div/main/article/div/div[1]/div[4]/div/div/div/div[2]/div/div/div/div/p[1]/span/strong/span/a","Content","HTML"
"Hyperlink","https://www.f3properties.com/about/","https://www.f3properties.com/projects/","114717","","Current Projects","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-574']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/about/","https://www.f3properties.com/projects/","114717","","Testimonial","200","OK","true","","","Root-Relative","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-572']/a","Navigation","HTML"
"HTML Canonical","https://www.f3properties.com/projects/","https://www.f3properties.com/projects/","114717","","","200","OK","true","","","Absolute","//head/link[21]","Head","HTML"
"Hyperlink","https://www.f3properties.com/","https://www.f3properties.com/contact/","86997","","Contact","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-19']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/","https://www.f3properties.com/contact/","86997","","CONTACT ME","200","OK","true","_self","","Absolute","//body/div/div/div/div/main/article/div/div[1]/div[2]/div/div/div[2]/div[2]/div/div/div/div/div/div/div[@class='uabb-infobox-text-wrap']/div[@class='uabb-infobox-button']/div/a","Content","HTML"
"Hyperlink","https://www.f3properties.com/projects/","https://www.f3properties.com/contact/","86997","","Contact","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-19']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/contact/","https://www.f3properties.com/contact/","86997","","Skip to content","200","OK","true","","","Path-Relative","//body/a","Content","HTML"
"Hyperlink","https://www.f3properties.com/contact/","https://www.f3properties.com/contact/","86997","","Contact","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-19']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/history/","https://www.f3properties.com/contact/","86997","","Contact","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-19']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/about/","https://www.f3properties.com/contact/","86997","","Contact","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-19']/a","Navigation","HTML"
"HTML Canonical","https://www.f3properties.com/contact/","https://www.f3properties.com/contact/","86997","","","200","OK","true","","","Absolute","//head/link[17]","Head","HTML"
"Hyperlink","https://www.f3properties.com/","https://www.f3properties.com/history/","100904","","History","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-600']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/projects/","https://www.f3properties.com/history/","100904","","History","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-600']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/contact/","https://www.f3properties.com/history/","100904","","History","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-600']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/history/","https://www.f3properties.com/history/","100904","","Skip to content","200","OK","true","","","Path-Relative","//body/a","Content","HTML"
"Hyperlink","https://www.f3properties.com/history/","https://www.f3properties.com/history/","100904","","History","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-600']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/about/","https://www.f3properties.com/history/","100904","","History","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-600']/a","Navigation","HTML"
"HTML Canonical","https://www.f3properties.com/history/","https://www.f3properties.com/history/","100904","","","200","OK","true","","","Absolute","//head/link[20]","Head","HTML"
"Hyperlink","https://www.f3properties.com/","https://www.f3properties.com/about/","101416","","Lifestyle & Labradors","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-601']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/projects/","https://www.f3properties.com/about/","101416","","Lifestyle & Labradors","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-601']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/contact/","https://www.f3properties.com/about/","101416","","Lifestyle & Labradors","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-601']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/history/","https://www.f3properties.com/about/","101416","","Lifestyle & Labradors","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-601']/a","Navigation","HTML"
"Hyperlink","https://www.f3properties.com/about/","https://www.f3properties.com/about/","101416","","Skip to content","200","OK","true","","","Path-Relative","//body/a","Content","HTML"
"Hyperlink","https://www.f3properties.com/about/","https://www.f3properties.com/about/","101416","","Lifestyle & Labradors","200","OK","true","","","Absolute","//body/div/header/div/div/div/div/div[@class='ast-main-header-bar-alignment']/div/nav/div/ul/li[@id='menu-item-601']/a","Navigation","HTML"
"HTML Canonical","https://www.f3properties.com/about/","https://www.f3properties.com/about/","101416","","","200","OK","true","","","Absolute","//head/link[18]","Head","HTML"
