"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/GoldenEagle-sold-landscape-51daea85331dfb78e2dc48606bdb83a6-60ae383c61960.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","333893","333893","333893","127.908","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.412","Wed, 25 Sep 2024 15:41:35 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/GoldenEagle-sold-landscape-51daea85331dfb78e2dc48606bdb83a6-60ae383c61960.jpg","2026-05-19 11:29:00"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/30_aug_VIEW3_detail-scaled-landscape-6b16e48468d50a20bbe27ac72f27a017-f9g6py7kh5lc.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","1328271","1328271","1328271","508.835","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.472","Wed, 25 Sep 2024 15:41:28 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/30_aug_VIEW3_detail-scaled-landscape-6b16e48468d50a20bbe27ac72f27a017-f9g6py7kh5lc.jpg","2026-05-19 11:29:00"
"https://www.f3properties.com/wp-content/uploads/2021/05/F3LogoFINALwTag_Reversed-270x63.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","9851","9851","9851","3.774","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.293","Wed, 31 Jan 2024 21:32:53 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/05/F3LogoFINALwTag_Reversed-270x63.png","2026-05-19 11:29:00"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/Sold-Indian-Creek-e1699032423882-landscape-33bcb586805e8196b52f3259de547b37-6075e01d33cb4.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","172623","172623","172623","66.129","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.384","Wed, 25 Sep 2024 15:41:34 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/Sold-Indian-Creek-e1699032423882-landscape-33bcb586805e8196b52f3259de547b37-6075e01d33cb4.png","2026-05-19 11:29:00"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/Westcliff-sold-landscape-e0a936680dbd6da6e831b23adcb54db6-6064723d34309.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","309164","309164","309164","118.435","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.415","Wed, 25 Sep 2024 15:41:34 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/Westcliff-sold-landscape-e0a936680dbd6da6e831b23adcb54db6-6064723d34309.jpg","2026-05-19 11:29:01"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/Highcamp-sold-landscape-ba179cdcb7cdc551aa647b17b629d4bf-6075df281f86f.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","282078","282078","282078","108.059","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.379","Wed, 25 Sep 2024 15:41:34 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/Highcamp-sold-landscape-ba179cdcb7cdc551aa647b17b629d4bf-6075df281f86f.jpg","2026-05-19 11:29:01"
"https://www.f3properties.com/wp-content/uploads/2021/03/Memorial-150x150.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","25361","25361","25361","9.715","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.122","Thu, 03 Nov 2022 18:22:24 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/03/Memorial-150x150.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/11/Raven-Bandana-735x1024.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","219673","219673","219673","84.153","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.391","Thu, 03 Nov 2022 18:22:06 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/11/Raven-Bandana-735x1024.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/JasonRoth_portriat-portrait-811b01acc70329134695b4be067e600e-60a692a15f1d9.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","134515","134515","134515","51.530","","0","","","","","0.000","2","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.345","Sat, 03 Jun 2023 05:07:42 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/bb-plugin/cache/JasonRoth_portriat-portrait-811b01acc70329134695b4be067e600e-60a692a15f1d9.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/03/Memorial-1024x683.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","261253","261253","261253","100.081","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.342","Thu, 03 Nov 2022 18:20:04 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/03/Memorial-1024x683.jpg","2026-05-19 11:29:02"
"https://www.f3properties.com/wp-content/uploads/2021/03/Tana_LastHunt-1024x683.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","98509","98509","98509","37.737","","0","","","","","0.000","2","4","","1","1","0","20.000","0","0","0","0","0","0","","","","","","0.447","Thu, 03 Nov 2022 18:22:42 GMT","","","","","1.1","","","","","","https://www.f3properties.com/wp-content/uploads/2021/03/Tana_LastHunt-1024x683.jpg","2026-05-19 11:29:02"
